Invoice Number,Order Date,Delivery Date,Shipping Type,Client Code,Client Name,Client Segment,Country,Location,Region Code,Zip Code,Product Code,Product Category,Product Description,Sale Amount,Quantity,DiscountRate,Profit Margin,Payment Method,Warranty (Years),Customer Satisfaction,Product Return Status,Sales Channel,Customer Loyalty Program,Marketing Campaign Code
INV-000083,2025-09-29,2025-10-03,Freight,CL-3107,Karen Wright,Retail Partner,Italy,Naples,FL,63426,PD-3882,Garden Tools,Cordless Drill,2463.99,1,0.22,261.28,Cash,5,3,Returned,Online,Gold,MC-8561
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-1058
INV-000090,2025-11-17,2025-11-21,Drone Delivery,CL-5669,Jennifer Lee,Retail Partner,Germany,Munich,FL,31627,PD-2471,Automotive Parts,Smart Ring,1201.92,2,0.14,69.92,PayPal,2,3,Returned,In-Store,Bronze,MC-2487
INV-000071,2025-07-07,2025-07-11,Freight,CL-3158,James Parker,E-commerce,Germany,Munich,TX,64018,PD-3186,Fitness Gear,Smart Ring,2020.11,11,0.34,273.63,Bank Transfer,2,5,No Return,Online,Silver,MC-1152
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-9968
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-7969
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-7291
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-1531
INV-000021,2024-07-22,2024-07-26,Drone Delivery,CL-3926,James Parker,E-commerce,Germany,Hamburg,MI,43785,PD-3529,Garden Tools,Car Battery,34.33,2,0.19,311.4,Bank Transfer,2,2,No Return,Online,Bronze,MC-8491
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-2375
INV-000082,2025-09-22,2025-09-26,Freight,CL-8896,Jennifer Lee,Retail Partner,France,Marseille,TX,69639,PD-4125,Automotive Parts,Cordless Drill,150.44,10,0.18,335.73,Credit Card,2,1,Returned,In-Store,Bronze,MC-6560
INV-000007,2024-04-15,2024-04-19,In-Store Pickup,CL-6581,James Parker,Retail Partner,Spain,Barcelona,TX,50374,PD-3406,Garden Tools,Yoga Mat,90.48,10,0.25,192.23,Cash,3,2,No Return,In-Store,Silver,MC-6883
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-3211
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-9153
INV-000055,2025-03-17,2025-03-21,Freight,CL-7971,Laura Martinez,E-commerce,France,Marseille,SF,36389,PD-4139,Automotive Parts,Smart Ring,844.35,2,0.11,228.93,Cash,2,2,Returned,Wholesale,None,MC-9929
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-9881
INV-000039,2024-11-25,2024-11-29,In-Store Pickup,CL-3070,David Harris,E-commerce,Italy,Naples,MI,78138,PD-1499,Automotive Parts,Car Battery,686.63,3,0.32,123.65,Bitcoin,5,4,No Return,Wholesale,Bronze,MC-9115
INV-000081,2025-09-15,2025-09-19,Drone Delivery,CL-4609,Karen Wright,Retail Partner,Germany,Berlin,NV,75682,PD-4622,Garden Tools,Yoga Mat,1158.23,8,0.15,244.74,PayPal,2,3,No Return,Wholesale,None,MC-8481
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-4615
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-2060
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-7974
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-1971
INV-000015,2024-06-10,2024-06-14,In-Store Pickup,CL-2845,Jennifer Lee,Retail Partner,Spain,Valencia,SF,37049,PD-2077,Automotive Parts,Smart Ring,1819.8,4,0.28,260.79,Credit Card,2,3,Returned,Online,Bronze,MC-2010
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-4362
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-6720
INV-000048,2025-01-27,2025-01-31,Drone Delivery,CL-3080,Jennifer Lee,Retail Partner,Italy,Naples,SF,51873,PD-3712,Home Decor,Smart Ring,1356.37,9,0.13,383.98,Bank Transfer,3,2,Returned,In-Store,Platinum,MC-1472
INV-000043,2024-12-23,2024-12-27,Freight,CL-4809,Karen Wright,E-commerce,France,Lyon,TX,43417,PD-4821,Garden Tools,Car Battery,2401.23,1,0.29,368.17,Credit Card,2,1,Returned,Online,Silver,MC-5554
INV-000052,2025-02-24,2025-02-28,In-Store Pickup,CL-9225,Laura Martinez,E-commerce,Italy,Milan,TX,31982,PD-2721,Fitness Gear,Cordless Drill,217.44,8,0.2,257.44,Credit Card,3,4,No Return,In-Store,Bronze,MC-3976
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-8608
INV-000040,2024-12-02,2024-12-06,Drone Delivery,CL-7953,Jennifer Lee,E-commerce,Germany,Berlin,SF,40897,PD-3960,Wearable Tech,Cordless Drill,2214.3,6,0.17,356.73,Cash,5,2,Returned,Wholesale,Bronze,MC-1004
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-1926
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-6647
INV-000058,2025-04-07,2025-04-11,Drone Delivery,CL-8032,Jennifer Lee,E-commerce,France,Marseille,NV,37995,PD-3189,Home Decor,Yoga Mat,117.94,6,0.11,342.39,Credit Card,1,5,Returned,Online,Silver,MC-8657
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-5857
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-2398
INV-000067,2025-06-09,2025-06-13,Freight,CL-7569,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,54090,PD-1815,Wearable Tech,Cordless Drill,1215.88,8,0.13,132.75,Cash,5,2,Returned,In-Store,None,MC-1717
INV-000098,2026-01-12,2026-01-16,Drone Delivery,CL-6013,Jennifer Lee,E-commerce,France,Paris,TX,62922,PD-4062,Fitness Gear,Decorative Lamp,729.65,10,0.14,222.51,PayPal,1,4,No Return,Wholesale,Gold,MC-1532
INV-000031,2024-09-30,2024-10-04,Drone Delivery,CL-4303,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,66295,PD-3610,Garden Tools,Yoga Mat,2455.02,5,0.19,27.87,Credit Card,5,2,No Return,Online,Gold,MC-8946
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-9378
INV-000002,2024-03-11,2024-03-15,Freight,CL-8461,Jennifer Lee,Retail Partner,Italy,Naples,NV,62933,PD-2253,Wearable Tech,Car Battery,1816.01,6,0.17,232.22,Cash,2,1,No Return,Online,Silver,MC-9003
INV-000005,2024-04-01,2024-04-05,Freight,CL-3909,Laura Martinez,Retail Partner,Italy,Milan,FL,30382,PD-4429,Automotive Parts,Decorative Lamp,1571.15,4,0.14,397.03,Bank Transfer,2,4,No Return,Wholesale,Gold,MC-4616
INV-000040,2024-12-02,2024-12-06,Drone Delivery,CL-7953,Jennifer Lee,E-commerce,Germany,Berlin,SF,40897,PD-3960,Wearable Tech,Cordless Drill,2214.3,6,0.17,356.73,Cash,5,2,Returned,Wholesale,Bronze,MC-8352
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-6542
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-6902
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-2897
INV-000040,2024-12-02,2024-12-06,Drone Delivery,CL-7953,Jennifer Lee,E-commerce,Germany,Berlin,SF,40897,PD-3960,Wearable Tech,Cordless Drill,2214.3,6,0.17,356.73,Cash,5,2,Returned,Wholesale,Bronze,MC-8155
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-1430
INV-000088,2025-11-03,2025-11-07,Freight,CL-3772,Laura Martinez,E-commerce,Germany,Berlin,TX,61096,PD-4806,Wearable Tech,Smart Ring,583.18,3,0.23,77.69,Bank Transfer,3,5,Returned,Online,None,MC-4935
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-6941
INV-000039,2024-11-25,2024-11-29,In-Store Pickup,CL-3070,David Harris,E-commerce,Italy,Naples,MI,78138,PD-1499,Automotive Parts,Car Battery,686.63,3,0.32,123.65,Bitcoin,5,4,No Return,Wholesale,Bronze,MC-8080
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-1067
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-1122
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-4241
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-4362
INV-000050,2025-02-10,2025-02-14,Drone Delivery,CL-4090,David Harris,E-commerce,Germany,Hamburg,TX,37344,PD-2014,Wearable Tech,Smart Ring,422.76,8,0.22,164.16,Credit Card,3,2,Returned,Online,Gold,MC-7941
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-5306
INV-000038,2024-11-18,2024-11-22,Drone Delivery,CL-4403,David Harris,Retail Partner,Germany,Hamburg,TX,60277,PD-1486,Automotive Parts,Smart Ring,792.62,10,0.13,244.73,Bank Transfer,2,5,Returned,In-Store,None,MC-6556
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-2619
INV-000051,2025-02-17,2025-02-21,In-Store Pickup,CL-5113,Laura Martinez,E-commerce,Germany,Hamburg,TX,37880,PD-4347,Garden Tools,Decorative Lamp,2352.75,8,0.31,272.32,Bitcoin,3,5,No Return,Wholesale,Silver,MC-1104
INV-000009,2024-04-29,2024-05-03,Drone Delivery,CL-9811,Jennifer Lee,Retail Partner,France,Marseille,TX,31797,PD-2164,Garden Tools,Yoga Mat,2390.0,1,0.22,215.84,Credit Card,2,2,Returned,In-Store,Bronze,MC-3437
INV-000063,2025-05-12,2025-05-16,In-Store Pickup,CL-4488,David Harris,E-commerce,Germany,Hamburg,FL,73487,PD-1962,Automotive Parts,Yoga Mat,898.97,1,0.25,192.65,Bank Transfer,1,4,Returned,In-Store,Platinum,MC-9764
INV-000090,2025-11-17,2025-11-21,Drone Delivery,CL-5669,Jennifer Lee,Retail Partner,Germany,Munich,FL,31627,PD-2471,Automotive Parts,Smart Ring,1201.92,2,0.14,69.92,PayPal,2,3,Returned,In-Store,Bronze,MC-6551
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-7569
INV-000007,2024-04-15,2024-04-19,In-Store Pickup,CL-6581,James Parker,Retail Partner,Spain,Barcelona,TX,50374,PD-3406,Garden Tools,Yoga Mat,90.48,10,0.25,192.23,Cash,3,2,No Return,In-Store,Silver,MC-4943
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-6813
INV-000050,2025-02-10,2025-02-14,Drone Delivery,CL-4090,David Harris,E-commerce,Germany,Hamburg,TX,37344,PD-2014,Wearable Tech,Smart Ring,422.76,8,0.22,164.16,Credit Card,3,2,Returned,Online,Gold,MC-7703
INV-000021,2024-07-22,2024-07-26,Drone Delivery,CL-3926,James Parker,E-commerce,Germany,Hamburg,MI,43785,PD-3529,Garden Tools,Car Battery,34.33,2,0.19,311.4,Bank Transfer,2,2,No Return,Online,Bronze,MC-8261
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-6898
INV-000063,2025-05-12,2025-05-16,In-Store Pickup,CL-4488,David Harris,E-commerce,Germany,Hamburg,FL,73487,PD-1962,Automotive Parts,Yoga Mat,898.97,1,0.25,192.65,Bank Transfer,1,4,Returned,In-Store,Platinum,MC-9318
INV-000009,2024-04-29,2024-05-03,Drone Delivery,CL-9811,Jennifer Lee,Retail Partner,France,Marseille,TX,31797,PD-2164,Garden Tools,Yoga Mat,2390.0,1,0.22,215.84,Credit Card,2,2,Returned,In-Store,Bronze,MC-2033
INV-000044,2024-12-30,2025-01-03,In-Store Pickup,CL-6608,Karen Wright,Retail Partner,Spain,Madrid,TX,32219,PD-4817,Garden Tools,Car Battery,827.59,5,0.26,366.28,PayPal,1,4,No Return,In-Store,Gold,MC-1263
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-4916
INV-000055,2025-03-17,2025-03-21,Freight,CL-7971,Laura Martinez,E-commerce,France,Marseille,SF,36389,PD-4139,Automotive Parts,Smart Ring,844.35,2,0.11,228.93,Cash,2,2,Returned,Wholesale,None,MC-3754
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-3719
INV-000054,2025-03-10,2025-03-14,Freight,CL-6120,James Parker,E-commerce,Italy,Rome,SF,55663,PD-4476,Automotive Parts,Decorative Lamp,2339.61,2,0.13,22.91,Credit Card,2,4,No Return,In-Store,None,MC-7821
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-3767
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-4593
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-2336
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-6978
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-8109
INV-000048,2025-01-27,2025-01-31,Drone Delivery,CL-3080,Jennifer Lee,Retail Partner,Italy,Naples,SF,51873,PD-3712,Home Decor,Smart Ring,1356.37,9,0.13,383.98,Bank Transfer,3,2,Returned,In-Store,Platinum,MC-1036
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-6715
INV-000006,2024-04-08,2024-04-12,Drone Delivery,CL-8482,Laura Martinez,E-commerce,Netherlands,Rotterdam,NV,58836,PD-2022,Automotive Parts,Yoga Mat,286.71,11,0.34,102.01,PayPal,5,1,No Return,In-Store,Silver,MC-6833
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-5734
INV-000036,2024-11-04,2024-11-08,Drone Delivery,CL-4614,Jennifer Lee,Retail Partner,Netherlands,Amsterdam,SF,66075,PD-3203,Wearable Tech,Smart Ring,1132.49,2,0.27,60.29,Bank Transfer,3,5,No Return,In-Store,None,MC-3721
INV-000024,2024-08-12,2024-08-16,Drone Delivery,CL-8499,Karen Wright,E-commerce,Netherlands,Amsterdam,TX,76559,PD-4040,Home Decor,Yoga Mat,1112.94,3,0.27,381.27,Bank Transfer,5,1,Returned,In-Store,None,MC-1826
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-1304
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-1111
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-8389
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-2823
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-4586
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-4168
INV-000080,2025-09-08,2025-09-12,In-Store Pickup,CL-8259,Karen Wright,E-commerce,France,Paris,MI,40639,PD-1727,Wearable Tech,Cordless Drill,1230.36,7,0.17,176.98,Bank Transfer,1,5,No Return,Wholesale,Bronze,MC-8056
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-1784
INV-000074,2025-07-28,2025-08-01,Freight,CL-7206,James Parker,Retail Partner,Netherlands,Amsterdam,MI,71713,PD-1459,Home Decor,Decorative Lamp,2078.64,7,0.23,394.12,Bitcoin,5,3,No Return,Online,Bronze,MC-2378
INV-000080,2025-09-08,2025-09-12,In-Store Pickup,CL-8259,Karen Wright,E-commerce,France,Paris,MI,40639,PD-1727,Wearable Tech,Cordless Drill,1230.36,7,0.17,176.98,Bank Transfer,1,5,No Return,Wholesale,Bronze,MC-8963
INV-000002,2024-03-11,2024-03-15,Freight,CL-8461,Jennifer Lee,Retail Partner,Italy,Naples,NV,62933,PD-2253,Wearable Tech,Car Battery,1816.01,6,0.17,232.22,Cash,2,1,No Return,Online,Silver,MC-1124
INV-000004,2024-03-25,2024-03-29,Freight,CL-9549,Laura Martinez,E-commerce,Netherlands,Amsterdam,SF,51700,PD-3034,Wearable Tech,Decorative Lamp,1623.92,9,0.18,19.08,Credit Card,2,5,No Return,In-Store,Gold,MC-1550
INV-000008,2024-04-22,2024-04-26,Drone Delivery,CL-6379,James Parker,E-commerce,Netherlands,Rotterdam,SF,31469,PD-2454,Home Decor,Yoga Mat,1181.3,2,0.29,81.74,Bank Transfer,3,5,Returned,In-Store,None,MC-2520
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-2969
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-2873
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-6522
INV-000038,2024-11-18,2024-11-22,Drone Delivery,CL-4403,David Harris,Retail Partner,Germany,Hamburg,TX,60277,PD-1486,Automotive Parts,Smart Ring,792.62,10,0.13,244.73,Bank Transfer,2,5,Returned,In-Store,None,MC-9321
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-3956
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-2406
INV-000099,2026-01-19,2026-01-23,Drone Delivery,CL-6610,Jennifer Lee,E-commerce,Netherlands,The Hague,FL,53416,PD-3838,Wearable Tech,Decorative Lamp,1679.73,7,0.3,301.29,Credit Card,1,3,Returned,Wholesale,Gold,MC-5541
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-5817
INV-000096,2025-12-29,2026-01-02,Freight,CL-6369,Jennifer Lee,Retail Partner,Germany,Berlin,MI,36185,PD-3544,Home Decor,Cordless Drill,2201.19,4,0.06,112.23,Cash,3,3,No Return,Online,Silver,MC-7135
